time,tweet
11/16/2018 6:38,Everyone go check out my guys album on I Tunes now!! Congrats @AndersonPaak 🥂 #Oxnard https://t.co/IWX7FaV70o
11/14/2018 20:15,Repost: 🔥 Out here with the moves! @slfmj_93 #wakeupinthesky✨ https://t.co/ygjkRfWkQH
11/12/2018 22:57,I don’t know what happens next... but I can’t wait to find out. Thank you Hawaii for letting us end The… https://t.co/vp3ZWNQqhC
11/11/2018 10:36,. @TheGreen808 and @commonkings y’all killed it! See you tomorrow Night! Thank you Hawaii for an incredible night! 🤙
11/11/2018 10:10,"You’re looking at one of the greatest pound for pound cage fighters in the world, And Max Holloway. 😂 #LocalBoyz… https://t.co/u68GEcrIi6"
11/11/2018 2:36,Magnum P.I.M.P  #AlohaStadium #Hawaii https://t.co/Zk6TppztEE
11/11/2018 1:22,RT @adtwinchester: Bruno posted Bruno lypsyncing Bruno while dancing Bruno using Bruno-snapchat singing Bruno on Bruno's hometown. My head…
11/9/2018 6:32,Hearing @ImCharlieWilson sing in  Hawaii does something to my soul. I love you Uncle Charlie. Thank you for everything!
11/8/2018 20:07,"Let’s have a good time tonight Hawaii!  Most importantly, let’s show love and aloha to everyone driving down and at… https://t.co/Vv26z7uDrT"
11/2/2018 23:06,That’s why they all Fuuuhhhggg with me. 😜✨ https://t.co/gR0wYeuiIF
11/2/2018 2:53,May blessings continue to rain upon you. https://t.co/ihFoLH65qc
11/2/2018 2:47,U know every now and then I turn the stove on &amp; make myself a salami sandwich. I think it’s best if u all knew that.. Alright.. take care.
11/1/2018 21:01,"The Fly-Lites!  @gucci1017  @KodakBlack1k And The Brunz!! Have you seen the video??
🎶 Tell me have you seen it?!? 🎶 https://t.co/12HE0qS4Qt"
11/1/2018 6:25,Mini Hendrix!   ☮️  💜                     Happy Halloween! 🎃 https://t.co/Cr23cDh9bg
10/31/2018 16:29,Ayyyyyeee!!! Who next??? https://t.co/zCtJ3qTWPC
10/31/2018 16:03,https://t.co/v3XU3X4w0P 💥💥💥 https://t.co/pO6mhd3S5C
10/28/2018 21:46,LA! https://t.co/S9mycPpeM5
10/28/2018 8:54,Thank you @STAPLESCenter ! Thank you LA ! Thank you to everyone who came out and rocked with us! ✨✨✨ https://t.co/WSrGKqEJoQ
10/28/2018 3:14,WHAT A RIDE!! Last show in LA tonight! #24kmagicworldtour #Hooligans ✨✨✨ https://t.co/yE8exVjGDW
10/27/2018 7:31,You killed it tonight!!! Let’s do it all again soon! https://t.co/OaVgDMo8Mx
10/26/2018 1:38,THANK YOU!  ✨🚂✨ https://t.co/UqrJPliWzK
10/25/2018 23:00,Halloween around the corner like 👻 !! https://t.co/iz1TnQksgm
10/25/2018 21:03,PICK UP THE PHONE!!! https://t.co/z5UctYmT0e
10/24/2018 20:42,Be careful what you wish for @luenell #Backstage #LastNight #LA  😘 https://t.co/TFaQr4hcMK
10/21/2018 3:26,🎶 https://t.co/EikvyQSXAT
10/20/2018 20:24,"Happy Birthday @SnoopDogg ! Here’s to many more living Young, Wild and Free! 🥂"
10/16/2018 18:29,🔥 🔥 🔥 https://t.co/pnEoWybq9R
10/13/2018 22:54,LETS GO CHAMP! #BLESSED 🥂 https://t.co/AK7yBJdmWy
10/13/2018 4:21,Thank you Tulsa! https://t.co/kckMG9oFoj
10/10/2018 16:06,✨✨✨ https://t.co/Ex8o2IP97A
10/9/2018 0:22,You know you’ve made it when you can hire Ed Sheeran to sing you Happy Birthday! 🍾🥂 #ExtraForever!… https://t.co/jF6KF25XWc
10/8/2018 19:46,Sending y’all nothing but love and positive energy on this international Holiday!!! 😜
10/5/2018 23:53,Met the Legend @dapperdanharlem  today! 🙌 #newyork https://t.co/oicBiqD6h9
10/5/2018 22:46,Back in New York! https://t.co/TW8m51yqKj
10/5/2018 20:27,Had to do it before the show! Brooklyn I’m on my way! Thanks you @DapperDanHarlem https://t.co/A2VEUwYbon
10/2/2018 16:52,🎶 The butterfly uh-uh that’s old! https://t.co/EcxJMWYiHk
9/24/2018 19:50,"RT @TMobileArena: Ring in 2019 with @BrunoMars &amp; @BoyzIIMen on 12/30 &amp; 12/31! Tickets go ON SALE Friday, 9/28 at 10AM PT! https://t.co/q21q…"
9/23/2018 20:13,That chorus will forever bump! Thank you Kelly! https://t.co/prHDCp9A7D
9/23/2018 3:24,Thank you Toronto! Thank you @ciara ! we’ll see y’all tomorrow night! ✨ https://t.co/Iw8Abh4V60
9/22/2018 22:06,Toronto! 🇨🇦 Night 1 #24kmagicworldtour https://t.co/p2TKTP9E50
9/21/2018 23:36,"When asked, ""Bruno what is the key to your success?"" I simply reply....☝️ https://t.co/eOGBFQi9lp"
9/21/2018 17:43,Wake Up In The Sky https://t.co/jq7xvto6fL
9/20/2018 17:13,🦄 https://t.co/BH1raLZ1tI
9/20/2018 16:34,“You Can’t Tell Me I Ain’t Fly” https://t.co/lSso6zQ2P2
9/16/2018 18:33,Detroit! Night 2! #24kmagicworldtour ✨ https://t.co/Qa8ZJF3qnb
9/15/2018 23:17,HAVE FUN!!!! Y’all look great!!!! 🥂 https://t.co/X14rSOo2t3
9/14/2018 15:55,🎶 GUCCI BARRY WHITE! 🎶 https://t.co/RLtoI3vpjy
9/14/2018 15:23,RT @gucci1017: #WakeUpInTheSky new Guccimane ft ⁦@BrunoMars⁩ ⁦@KodakBlack1k⁩ out rite now!!!! Go🏹🏹🏹🏹🏹🏹🏹🏹🏹 https://t.co/kG51P2joZQ
9/13/2018 16:06,.  🎶 @gucci1017  @BrunoMars  @KodakBlack1k Droppin at midnight!  Tell Everybody! https://t.co/O6ykGH59HV
9/12/2018 0:10,🔥 https://t.co/RZUDy21oip
9/9/2018 23:22,Happy B-Day to my Big Bro @mrEricHernandez I love you &amp; I wouldn’t want anyone else behind those drums. You still d… https://t.co/nIPeVffbSz
9/8/2018 2:20,RT @Mahonefthes: @BrunoMars @BoyzIIMen This is you https://t.co/wUEovsoZyD
9/8/2018 2:16,. @BoyzIIMen is killin it right now in Denver. Damn!  maybe I didn’t think this through 😂 I gotta warm up.
9/7/2018 19:35,DENVER! WERE FINALLY HERE! #24KMagicWorldTourFinale TONIGHT!!!! 🍾
9/1/2018 0:20,Guadalupe ❤️ https://t.co/voGFEANQgK
8/30/2018 23:21,"Yeah I guess i did it all for nothing.😜 But I love talkin to y’all! Enjoy your evening.  Sincerly, Juan Money 💰 https://t.co/iySGhmExMX"
8/30/2018 23:19,One could argue you did this. You did this to me. You made me this way!!Who have I become?? whhyyyyyyyyyyyy????????… https://t.co/e5lShXU1j4
8/30/2018 23:16,K I gotta go shave now. Good talk ✌️
8/30/2018 23:09,I just learned how to spell oboe! Thanks twittah 👍
8/30/2018 23:06,And I wanna learn how to play the obo. https://t.co/Ms29NCBjBI
8/30/2018 23:01,🤔 and a cape? https://t.co/BvEzneMFwF
8/30/2018 22:58,RT @Jessica72893757: @BrunoMars https://t.co/xwAdW0ZtQk
8/30/2018 22:56,Jesus 😭 You got me cryin all over this glorious new facial hair of mine. Bless your lil heart. https://t.co/RQH3va74fi
8/30/2018 22:50,NAH! I need actions! https://t.co/JrylpAoVIg
8/30/2018 22:46,If I can’t wear a cape and grow a weak ass mustache how will I ever know if the love was real?
8/30/2018 22:41,😜 https://t.co/WhLKwKhRfU
8/30/2018 22:40,😒 it’s you again... https://t.co/WhLKwKhRfU
8/30/2018 22:40,RT @Shining_StarKat: @BrunoMars Whatcha tryna do?! https://t.co/6RE8IYMv3t
8/30/2018 22:39,RT @TTLYBOCA: @BrunoMars you when it fully grows out https://t.co/1gBtrmTLoA
8/30/2018 22:36,This is what 8 months of not shaving looks like 🤣 I figure 2 more years and its gonna be poppin! 🕺🏽 https://t.co/gsGbeol4SU
8/30/2018 22:35,You have no clue. https://t.co/WJn4KwNead
8/30/2018 22:30,RT @AmsMars: @BrunoMars 😂😂😂 https://t.co/XXHedtYyWz
8/30/2018 22:20,The name is Juan Money. 😎 https://t.co/u4qDizckPn
8/30/2018 22:18,RT @SpookyMagoo: @BrunoMars THE CATFISH IS BACK! .. 😂😂😂😂 .. I love it!!😂😂😂
8/30/2018 22:17,Give it a chance!!! 🙏 https://t.co/8PS8gYay0Z
8/30/2018 22:16,Don’t act like you don’t see the mustache. Once this fully grows I’ll be unstoppable!! You’ll see!!! YOU’LL ALL SEE… https://t.co/7NLLIPpzTw
8/29/2018 21:41,Still Bad! Happy Birthday Michael Jackson! 👑 https://t.co/w1u4rYtaYO
8/20/2018 8:40,Ayyyyee!! Go head Frankie!! https://t.co/TsRnnk8yFw
8/16/2018 19:00,Bless the heavens with that voice like you’ve blessed us all on this earth. RIP Queen Of Soul. ❤️ https://t.co/SXYijeIMIL
8/14/2018 22:00,Hath the game changeth??? 🤔 https://t.co/LgEnGcyzml
8/14/2018 10:08,https://t.co/Qpe6BE81lq ❤️
8/12/2018 17:30,https://t.co/gaANO3Dh3O ❤️ https://t.co/DYkcNMv4gt
8/4/2018 3:57,Thank You Lollapalooza! #ChiTown https://t.co/whATGe0wMY
8/1/2018 2:07,RT @BlessedMMA: G.O.A.T @KingJames https://t.co/OtJiP9cOLD
7/31/2018 19:00,Reminder: I really need to buy a cape.
7/31/2018 18:59,I need to buy a cape.
7/31/2018 17:16,LETSSS GOOOOOO!!!🤙 https://t.co/LwkbOc6BXn
7/30/2018 2:52,NAH! https://t.co/KJnOO6ZcUH
7/30/2018 2:49,I got a cousin learning all of Cardi’s songs right now. It’s gonna be great! He’s super excited 😆 https://t.co/6RILW7wNQS
7/30/2018 2:49,I got a cousin learning all of Cardi’s songs right now. It’s gonna be great! He’s super excited 😆 https://t.co/6RILW7wNQS
7/30/2018 2:39,Basically https://t.co/clzF0kCJxu
7/30/2018 2:29,🕺🏽+🕺🏽= 💀                                             Lil punk ass baby legs 😫 https://t.co/b9a7APht7p
7/27/2018 1:15,.. @iamcardib 🙌 https://t.co/SeLAA9SoIS
7/25/2018 5:40,#NiaWilson 🙏 https://t.co/R33PdRpahL
7/24/2018 22:13,Sending love and prayers to Demi Lovato 🙏
7/18/2018 5:45,Happy birthday to my big bro @philsmeeze I don’t know how we get work done in between all the jokes and laughs but… https://t.co/yxSDwOPC2V
7/17/2018 2:18,Thank you @MTV !!  Congrats to all the nominees!!! https://t.co/ragNdgucbL
7/15/2018 11:39,I gotta do a song with Uncle Charlie🙏 https://t.co/LRRZXFWyYS
7/14/2018 11:37,#Hooligans https://t.co/jyV89xcIX1
7/13/2018 18:23,Until the world knows how thankful I am! 💥 https://t.co/GGdUQXw572
7/13/2018 18:21,😂
7/13/2018 18:21,Thank u #Emmys @philsmeeze @JoHnJohnThE1  @jamareoartis @phredley @itsJimmyKing @DwayneDuggerII @kameronwhalum… https://t.co/ocbpfPgBz5
7/13/2018 16:11,The day has come!! I’ll see you tomorrow London. https://t.co/DGMAGR2A2U
7/13/2018 3:08,UNCLE CHARLIE!!!! CANT WAIT!!! https://t.co/iyE5oSabty
7/9/2018 15:26,Yo Marvin you just won two tickets and a free T shirt. Thanks for playing. Let me know what city you want. Hope you… https://t.co/qvBZjD29JV
7/9/2018 15:22,https://t.co/vtCSd4ljRS 🙌
7/9/2018 15:18,Boom!!!!!!! https://t.co/1IUvogouZv
7/9/2018 15:16,Who ever get it gets two tix to a show near you!  🤫 https://t.co/6axhCzWicm
7/9/2018 15:14,I do it for the children 😢... YOUUUU can take 🎶 Theee Childrueeuuunnn 🎶 who knows this reference? ☝️ https://t.co/nuwEaYWD7v
7/9/2018 15:10,FRIKIKIKIKIKI!!!! https://t.co/rtOYcBhcxA
7/9/2018 15:08,Just let me be...🤣 https://t.co/aaUufsRQ0t
7/9/2018 14:52,RT @taesgvccibelt: @BrunoMars This man said minus-well... Noah fence Bruno but I don’t think that’s a thing 🤔
7/9/2018 14:52,Shiiiiettt!
7/9/2018 14:29,TAILOR MADE! 🔥 https://t.co/5SAERWNbbd
7/7/2018 19:17,Stoked to be in Poland so I can FINALLY get some new headshots! 🇵🇱 https://t.co/V8Sx6OFTWB
7/2/2018 18:17,Your mother must be an incredibly handsome woman 😜 https://t.co/K49haxUiGJ
7/2/2018 17:50,Here’s me being thirsty trying to take a selfie in the club. Thank you Paris for giving us our biggest show yet!… https://t.co/TZoTV5h7rd
6/30/2018 19:05,Paris with the game changer @virgilabloh Before we rock Stade De France 🇫🇷 #24kmagicworldtour https://t.co/CmqeKgkjyP
6/29/2018 11:49,I don’t know what this tweet says but this video makes me happy. I love you all!! https://t.co/dMKg4u2zQQ
6/27/2018 13:39,Found this video in my phone. This is @BRODYTHEGR8  and I trying to figure out the groove for 24k Magic in 2015.  W… https://t.co/ZTFkGONhGe
6/27/2018 11:43,RT @Listenary: Bruno Mars. https://t.co/YDb00NIx43
6/25/2018 16:24,😂 https://t.co/68giC02s0j
6/25/2018 16:18,Steady callin me out!! They act like they luuhhhh me but tweet otherwise. 😏Mmm mmm mmm #CruelWorld https://t.co/xEySzTdWbo
6/25/2018 16:15,🎼 I don’t ever make a promise that I can’t keep 🎶 ~ Bruno Mars 😎 https://t.co/X183syoupW
6/25/2018 15:49,Last night in Lisbon I got to sing for like 2 miliion people. Nah it was more like 1 million. I ain’t going less th… https://t.co/fLfncdvZoc
6/23/2018 16:40,Don’t back pedal now baby we here! 😂 https://t.co/UkswejRij7
6/23/2018 16:35,Oh the ole what words should I say  to get a reply trick huh 😒 https://t.co/UQ54aFWlcs
6/23/2018 16:32,You always gonna twist my tweets and use it against me huh? 😒 https://t.co/DBBlzOYgso
6/23/2018 16:28,You always got somethin to say 😏 https://t.co/f9pKLWho35
6/23/2018 16:23,"Yo I’m poppin in Madrid!!  😎 Thank you all for always bringin it at the concerts. Can’t wait to come back! Love,  E… https://t.co/K96z9zmBI3"
6/22/2018 8:56,😂 THE BEST! Drink lots of agua and say a prayer tonight Chicas. For El Capitan and his hermanos are showing up with… https://t.co/RzgLYiC321
6/21/2018 20:32,Thank you Lucy. It was an honor to sing for y’all last night. ♥️ https://t.co/H787ncgl74
6/17/2018 17:22,The man that taught me everything I know. From… https://t.co/eeVcl12is6
6/15/2018 22:57,🎼 Daylight 🎵 https://t.co/wHl1OG7atJ
6/14/2018 5:33,I love you Hawaii! ♥️ Thank You so much. The band and I are gonna have that stadium Shakin!!! https://t.co/PdvTv94sdB
6/11/2018 20:55,One day imma figure out what to do with this… https://t.co/h5hadudLZJ
6/10/2018 7:01,Shut up Dwayne! I shred that shit! https://t.co/NuDjmuYHhq
6/10/2018 7:01,NAH! https://t.co/wIfIJ5ILnw
6/10/2018 6:57,You right. https://t.co/1pT9eMyMOa
6/10/2018 6:55,Nah! https://t.co/G2iS9MO3tS
6/10/2018 6:50,😂😂😂😂😂  How Could I forget? https://t.co/uCKoJhVcnE
6/10/2018 6:45,A song by Santana called Europa. The band will tell you. I play it every soundcheck.  @jamareoartis always asks me… https://t.co/nZHAuR1Dbp
6/10/2018 6:37,🙌♥️ https://t.co/Smur0SDV08
6/10/2018 0:03,Thank You Thank You Thank You! https://t.co/8iPr8XOTBd
6/10/2018 0:00,Thank you 😊 see you soon. https://t.co/ck6kPCUyBd
6/9/2018 22:04,Nah! https://t.co/7zbswauW10
6/9/2018 22:02,ITS COMING. I GOT YOU https://t.co/bPnE94U7db
6/9/2018 21:57,Have no fear kissy face! Braddah gotta plan 😎 https://t.co/pBvSuKXTZv
6/9/2018 21:37,HAWAII I HEAR YOU!! WERE DOING IT!!! TWO SHOWS AT ALOHA STADIUM!!! #CHEEEHOOOO 🤙
6/9/2018 21:34,🤔 https://t.co/uWLtMUfzmT
6/9/2018 21:34,"RT @_palolooo: Yoooo @BrunoMars, you gotta add a second show in Hawaii for the homies my dude 🙏🙏🙏"
6/9/2018 21:34,RT @CamMtess: @BrunoMars 2nd show please!  Tickets sold out in 20 min. #showyourAloha 🤙🏼
6/6/2018 1:20,🙌 ♥️ https://t.co/WEUQqQrmOB
6/2/2018 18:51,Ok ok ok that’s enough. https://t.co/BpQwK1zUEF
6/2/2018 18:50,Alright calm down 😂 https://t.co/h1vfBxV0Mu
6/2/2018 18:49,👇It’s pretty close actually 😢 #Fuck
6/2/2018 18:45,😒 https://t.co/bqDoQB0bGM
6/2/2018 18:38,😒 https://t.co/D0xKVInZlg
5/31/2018 21:30,TBT https://t.co/aC2wGFqkqs
5/30/2018 19:04,😂 https://t.co/Hi8GlS3vDY
5/30/2018 19:03,No scraps! All love! We’ll figure it out! Brada love da Aina and Aina love da brada! 🤙😜 https://t.co/hA0paMsffG
5/30/2018 18:00,Live In Hawaii #24KMagicWorldTour https://t.co/TNXz9c4WVV
5/30/2018 3:35,Super fail! I tried 😜 https://t.co/zjruCQxvWs
5/30/2018 2:18,I’m https://t.co/MweCfxj6T4
5/30/2018 2:17,Home https://t.co/Yza3svl2dM
5/26/2018 4:10,NAH! https://t.co/EnbNTZeLz0
5/21/2018 3:03,Just posted a photo https://t.co/cpsd2scPhv
5/21/2018 2:53,👑 https://t.co/aq0kKpfUkt
5/21/2018 2:50,Ms. Jackson ❤️ https://t.co/4b5WbCFcew
5/19/2018 3:22,But nah! https://t.co/n603cf39i5
5/19/2018 3:21,That was beautiful 😢 https://t.co/n603cf39i5
5/19/2018 3:12,han backwards is guess what? Nah! https://t.co/XN9frsqrUp
5/19/2018 3:10,Nah! https://t.co/d0fT7TO20i
5/19/2018 3:10,Nah! https://t.co/T5mtjr2soC
5/19/2018 3:10,Nah! https://t.co/x45nPAYjAr
5/19/2018 3:10,Nah! https://t.co/fURfenCcqU
5/19/2018 3:09,Nah! https://t.co/3hyiMCyvLA
5/19/2018 3:07,I’m in the shadows babbbbyyyy https://t.co/BtSFLWJyQ6
5/19/2018 2:56,"RT @E40: E-40 New album 
“ THE  GIFT OF GAB “
June 29th 2018 🚀🚀🚀🚀🚀 https://t.co/gXdZA84Upg"
5/14/2018 15:09,"*me: tells camera man to stop 

*also me: immediately posts on… https://t.co/0VhPFtSUYX"
5/14/2018 13:30,*Serenaded 🤪
5/14/2018 13:25,You got it!!! If you ain’t here to party take yo ass back home!! And if you ain’t got yo phone out come get serinat… https://t.co/s6gcXXcLPF
5/13/2018 3:47,Last show tonight in Hong Kong 🇭🇰 #24kmagicworldtour  LETS GOOOOOO! https://t.co/rtdZCYsOXg
5/12/2018 2:11,https://t.co/EtQave5NWl Morning inspiration. Tomorrow is not promised. Let’s Rebuild! I wanna see a glimpse before I exit. Don’t you?
5/7/2018 4:42,Thank you all for another session of #AskTheDragon. Gotta get ready for tonight’s show in Singapore. Love on Love o… https://t.co/ugpEGmPdKc
5/7/2018 4:30,Baby steps https://t.co/zXYkke1fK0
5/7/2018 4:18,Nah! https://t.co/oCS8HJMvge
5/7/2018 4:16,Uuuuuhhhhh. https://t.co/Hbv6qJFWhD
5/7/2018 4:13,Molly’s Game https://t.co/1GocAyL0bJ
5/7/2018 4:05,He don’t return my calls no more 😒 after that basketball game shit ain’t never been the same. #RIP https://t.co/JA9NjGRP3Y
5/7/2018 4:04,"The Beach Boys, Gucci Mane and last night the band and I were listening to nine inch nails, System of a Down and in… https://t.co/gpSl9IpUTj"
5/7/2018 4:01,😂 https://t.co/yAob6u3oEm
5/7/2018 4:00,Both of those are fire! Thank you https://t.co/lzIhUHAQC2
5/7/2018 3:59,E-panda https://t.co/sVBgQMpukf
5/7/2018 3:54,Always! https://t.co/6JpVYqK9PJ
5/7/2018 3:54,I haven’t written my best album yet https://t.co/duWjodkimr
5/7/2018 3:53,Always! https://t.co/D8qfr9aNfH
5/7/2018 3:52,What you mean?? It’s one of my favorites https://t.co/HV9rc36XHT
5/7/2018 3:51,Two diffrent shows starring one magnificent unicorn. https://t.co/IZYGQ7Mn10
5/7/2018 3:41,Again It’s not true at all. I love Michael  too much. If there was a song he wanted to release I’m  sure it would’v… https://t.co/NFBzccWskY
5/7/2018 3:37,Childish Gambino. From his show Atlanta to his music and new video. All around incredible. https://t.co/yooD3AHxir
5/7/2018 3:33,No that is not true https://t.co/luCOpHqOS8
5/7/2018 3:32,Nah! https://t.co/L6hjWrzato
5/7/2018 3:31,Everyone!! I wanna go on a collaboration spree. Jump from studio to studio and start writing again. https://t.co/s8ajCiw0X7
5/7/2018 3:29,I don’t know bout all that. but I will do my best to leave y’all wit something to rock to https://t.co/QgwYeXOjT6
5/7/2018 3:26,It’s been a while let’s do it!!! #AskTheDragon 🔥 🔥
5/7/2018 3:24,Shit https://t.co/bs5jqnOz0f
5/7/2018 3:21,Yo Dwayne when I’m tweeting Back Back. https://t.co/wXKCoxmGod
5/7/2018 3:17,BET! https://t.co/SE19gOUcwh
5/7/2018 3:16,You really are. ✨ https://t.co/BGBatruVSK
5/7/2018 3:12,Nah! https://t.co/10oWsmnI3i
5/7/2018 3:11,Nah it’s not that serious. But  the truth is why would I want to sing to a bunch of screens when I much rather be s… https://t.co/j02958iXYP
5/6/2018 6:23,Brace yourself Singapore. For I have returned. 😎  #24kmagicworldtour Tonight!! https://t.co/6595pYKVXI
5/6/2018 6:16,Incredible 😂👏👏👏 https://t.co/hVMb1EoziE
5/6/2018 1:40,Feelin myself in Manila 🇵🇭 #24kmagicworldtour https://t.co/xyIk2je0cF
5/1/2018 15:35,Thank you Bangkok!!! #24kmagicworldtour https://t.co/h6UshK85Zw
4/30/2018 4:07,https://t.co/pkIIb6e3Dl
4/23/2018 7:31,I use to dream about this shit!! 😜🙌 #StillDreamin https://t.co/mYlaB0BU2z
4/21/2018 0:35,Mood https://t.co/pvlRlJsyJM
4/19/2018 10:32,Sending love and prayers to Bruno Sammartino’s family. He was such a gentleman when I met him &amp; really meant a lot to my father &amp; I. RIP👑
4/17/2018 15:09,💥💥💥💥💥💥music💥💥💥💥💥
4/17/2018 15:08,Congrats 2 @iamcardib on her #1 album 💥 Congrats 2 @kendricklamar for winning The Pulitzer💥 Congrats to @Beyonce for killin it @ Coachella 💥
4/16/2018 9:48,Cuz I can’t get a hold of Yoooooouuuuuu🎶 https://t.co/wI0jiLcUWq
4/13/2018 9:48,You can’t stop what was meant to be
